order_id,location,order_datetime,items,num_items,subtotal,delivery_fee,total,delivery_time_minutes,customer_rating,is_weekend,is_rainy,hour
1056,Westlands,2024-08-01 20:08:00,Chips Masala,1,250,100,350,44,4.0,False,False,20
1057,Westlands,2024-08-01 14:25:00,Nyama Choma Platter,1,850,0,850,65,3.5,False,False,14
1058,Westlands,2024-08-01 14:29:00,Matoke & Beef,1,480,100,580,67,2.5,False,False,14
1059,Westlands,2024-08-01 22:10:00,Samosa (6pc)|Nyama Choma Platter,2,1050,0,1050,61,2.5,False,False,22
1060,Westlands,2024-08-01 21:19:00,Chicken Biriyani,1,550,0,550,55,5.0,False,False,21
1061,Westlands,2024-08-01 19:39:00,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,71,4.0,False,False,19
1062,Westlands,2024-08-01 12:57:00,Nyama Choma Platter|Chips Masala,2,1100,0,1100,66,3.5,False,False,12
1063,Westlands,2024-08-01 19:29:00,Chicken Biriyani,1,550,0,550,68,4.5,False,False,19
1064,Westlands,2024-08-01 20:35:00,Bhajia,1,220,100,320,55,4.5,False,False,20
1065,Westlands,2024-08-01 19:27:00,Chicken Biriyani|Nyama Choma Platter,2,1400,0,1400,73,3.5,False,False,19
1066,Westlands,2024-08-01 14:49:00,Chicken Biriyani|Nyama Choma Platter,2,1400,0,1400,73,4.0,False,False,14
1067,Westlands,2024-08-01 14:21:00,Chicken Biriyani,1,550,0,550,58,5.0,False,False,14
1068,Westlands,2024-08-01 13:45:00,Nyama Choma Platter,1,850,0,850,76,3.5,False,False,13
1069,Westlands,2024-08-01 19:24:00,Samosa (6pc)|Chicken Biriyani|Nyama Choma Platter,3,1600,0,1600,74,4.5,False,False,19
1070,Westlands,2024-08-01 19:54:00,Matoke & Beef|Githeri Special,2,830,0,830,71,1.5,False,False,19
1071,Westlands,2024-08-01 14:27:00,Samosa (6pc),1,200,100,300,46,5.0,False,False,14
1072,Westlands,2024-08-01 18:58:00,Pilau,1,450,100,550,61,3.5,False,False,18
1073,Westlands,2024-08-01 12:41:00,Ugali & Fish,1,500,0,500,45,4.0,False,False,12
1074,Westlands,2024-08-01 14:13:00,Nyama Choma Platter,1,850,0,850,67,3.0,False,False,14
1075,Westlands,2024-08-01 15:53:00,Samosa (6pc),1,200,100,300,35,3.0,False,False,15
1076,Westlands,2024-08-01 16:14:00,Pilau|Githeri Special,2,800,0,800,56,4.5,False,False,16
1077,Westlands,2024-08-01 12:39:00,Samosa (6pc),1,200,100,300,37,4.5,False,False,12
1078,Eastleigh,2024-08-01 14:29:00,Ugali & Fish|Nyama Choma Platter,2,1350,0,1350,60,4.0,False,False,14
1079,Eastleigh,2024-08-01 12:37:00,Mandazi (4pc),1,150,100,250,40,4.5,False,False,12
1080,Eastleigh,2024-08-01 14:04:00,Chicken Biriyani,1,550,0,550,53,5.0,False,False,14
1081,Eastleigh,2024-08-01 15:54:00,Githeri Special|Pilau,2,800,0,800,56,5.0,False,False,15
1082,Eastleigh,2024-08-01 15:04:00,Mandazi (4pc),1,150,100,250,43,4.5,False,False,15
1083,Eastleigh,2024-08-01 15:40:00,Chicken Biriyani|Mandazi (4pc),2,700,0,700,55,5.0,False,False,15
1084,Eastleigh,2024-08-01 21:17:00,Bhajia|Githeri Special,2,570,0,570,55,4.5,False,False,21
1085,Eastleigh,2024-08-01 20:17:00,Pilau,1,450,100,550,53,5.0,False,False,20
1086,Eastleigh,2024-08-01 14:48:00,Chips Masala,1,250,100,350,45,4.0,False,False,14
1087,Eastleigh,2024-08-01 15:11:00,Samosa (6pc),1,200,100,300,40,4.5,False,False,15
1088,Eastleigh,2024-08-01 21:44:00,Chicken Biriyani|Pilau,2,1000,0,1000,57,4.5,False,False,21
1089,Eastleigh,2024-08-01 18:35:00,Bhajia|Githeri Special,2,570,0,570,42,3.5,False,False,18
1090,Eastleigh,2024-08-01 14:25:00,Samosa (6pc)|Chicken Biriyani,2,750,0,750,67,3.5,False,False,14
1091,Eastleigh,2024-08-01 21:21:00,Samosa (6pc),1,200,100,300,38,5.0,False,False,21
1092,Eastleigh,2024-08-01 14:20:00,Chicken Biriyani,1,550,0,550,56,4.5,False,False,14
1093,Eastleigh,2024-08-01 20:17:00,Matoke & Beef|Samosa (6pc),2,680,0,680,51,4.5,False,False,20
1094,Eastleigh,2024-08-01 15:14:00,Chicken Biriyani,1,550,0,550,58,4.0,False,False,15
1095,Eastleigh,2024-08-01 13:35:00,Bhajia,1,220,100,320,35,4.5,False,False,13
1096,Eastleigh,2024-08-01 20:18:00,Chicken Biriyani,1,550,0,550,51,4.5,False,False,20
1097,Eastleigh,2024-08-01 20:07:00,Pilau|Samosa (6pc),2,650,0,650,65,3.0,False,False,20
1098,Eastleigh,2024-08-01 21:19:00,Mandazi (4pc),1,150,100,250,47,4.5,False,False,21
1099,Eastleigh,2024-08-01 21:14:00,Mandazi (4pc)|Chicken Biriyani,2,700,0,700,68,3.5,False,False,21
1100,Eastleigh,2024-08-01 21:03:00,Chicken Biriyani|Githeri Special,2,900,0,900,58,5.0,False,False,21
1101,Eastleigh,2024-08-01 14:15:00,Pilau,1,450,100,550,58,4.5,False,False,14
1102,Eastleigh,2024-08-01 21:30:00,Samosa (6pc),1,200,100,300,44,5.0,False,False,21
1103,Eastleigh,2024-08-01 14:59:00,Githeri Special,1,350,100,450,48,4.5,False,False,14
1104,Eastleigh,2024-08-01 21:14:00,Ugali & Fish|Nyama Choma Platter,2,1350,0,1350,56,3.5,False,False,21
1105,Kilimani,2024-08-02 19:28:00,Chips Masala,1,250,100,350,75,3.0,False,True,19
1106,Kilimani,2024-08-02 20:47:00,Nyama Choma Platter,1,850,0,850,79,2.5,False,True,20
1107,Kilimani,2024-08-02 19:36:00,Bhajia,1,220,100,320,79,3.5,False,True,19
1108,Kilimani,2024-08-02 20:40:00,Bhajia|Mandazi (4pc),2,370,100,470,72,3.5,False,True,20
1109,Kilimani,2024-08-02 13:21:00,Pilau,1,450,100,550,75,3.5,False,True,13
1110,Kilimani,2024-08-02 19:07:00,Pilau|Nyama Choma Platter|Chicken Biriyani,3,1850,0,1850,86,3.5,False,True,19
1111,Kilimani,2024-08-02 20:40:00,Chicken Biriyani,1,550,0,550,88,2.0,False,True,20
1112,Kilimani,2024-08-02 20:07:00,Chicken Biriyani,1,550,0,550,81,4.0,False,True,20
1113,Kilimani,2024-08-02 12:14:00,Bhajia|Nyama Choma Platter|Ugali & Fish,3,1570,0,1570,96,3.5,False,True,12
1114,Kilimani,2024-08-02 20:30:00,Chicken Biriyani,1,550,0,550,77,3.5,False,True,20
1115,Kilimani,2024-08-02 20:21:00,Nyama Choma Platter|Chicken Biriyani|Pilau,3,1850,0,1850,105,2.5,False,True,20
1116,Kilimani,2024-08-02 20:22:00,Chips Masala,1,250,100,350,76,3.5,False,True,20
1117,Kilimani,2024-08-02 14:36:00,Chips Masala,1,250,100,350,63,2.0,False,True,14
1118,Kilimani,2024-08-02 17:24:00,Ugali & Fish|Bhajia|Pilau,3,1170,0,1170,76,3.0,False,True,17
1119,Kilimani,2024-08-02 18:06:00,Pilau,1,450,100,550,79,3.5,False,True,18
1120,Kilimani,2024-08-02 12:30:00,Pilau|Chicken Biriyani,2,1000,0,1000,89,2.5,False,True,12
1121,Kilimani,2024-08-02 19:24:00,Bhajia|Matoke & Beef|Pilau,3,1150,0,1150,86,3.0,False,True,19
1122,Kilimani,2024-08-02 19:14:00,Nyama Choma Platter|Pilau,2,1300,0,1300,91,3.0,False,True,19
1123,Kilimani,2024-08-02 11:20:00,Chicken Biriyani|Pilau,2,1000,0,1000,78,3.0,False,True,11
1124,Kilimani,2024-08-02 13:10:00,Chips Masala,1,250,100,350,78,2.5,False,True,13
1125,Kilimani,2024-08-02 13:29:00,Pilau|Nyama Choma Platter,2,1300,0,1300,95,3.0,False,True,13
1126,Kilimani,2024-08-02 20:22:00,Chicken Biriyani|Pilau|Nyama Choma Platter,3,1850,0,1850,87,2.0,False,True,20
1127,Kilimani,2024-08-02 12:15:00,Chicken Biriyani,1,550,0,550,76,3.0,False,True,12
1128,Kilimani,2024-08-02 19:00:00,Pilau,1,450,100,550,96,2.5,False,True,19
1129,Kilimani,2024-08-02 14:38:00,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,79,3.5,False,True,14
1130,Kilimani,2024-08-02 19:50:00,Pilau,1,450,100,550,68,2.5,False,True,19
1131,Kilimani,2024-08-02 20:11:00,Mandazi (4pc),1,150,100,250,69,2.5,False,True,20
1132,Kilimani,2024-08-02 20:51:00,Nyama Choma Platter,1,850,0,850,88,4.0,False,True,20
1133,Westlands,2024-08-02 21:46:00,Samosa (6pc)|Nyama Choma Platter,2,1050,0,1050,83,3.0,False,True,21
1134,Westlands,2024-08-02 19:23:00,Githeri Special|Chips Masala,2,600,0,600,87,3.0,False,True,19
1135,Westlands,2024-08-02 12:39:00,Samosa (6pc)|Chicken Biriyani,2,750,0,750,86,3.5,False,True,12
1136,Westlands,2024-08-02 14:41:00,Chicken Biriyani,1,550,0,550,88,4.0,False,True,14
1137,Westlands,2024-08-02 20:08:00,Samosa (6pc),1,200,100,300,74,4.0,False,True,20
1138,Westlands,2024-08-02 17:41:00,Nyama Choma Platter,1,850,0,850,78,2.5,False,True,17
1139,Westlands,2024-08-02 19:15:00,Samosa (6pc)|Nyama Choma Platter,2,1050,0,1050,97,3.0,False,True,19
1140,Westlands,2024-08-02 12:54:00,Chicken Biriyani|Samosa (6pc),2,750,0,750,75,4.0,False,True,12
1141,Westlands,2024-08-02 20:13:00,Chicken Biriyani,1,550,0,550,88,3.5,False,True,20
1142,Westlands,2024-08-02 13:50:00,Chicken Biriyani|Samosa (6pc)|Nyama Choma Platter,3,1600,0,1600,77,3.5,False,True,13
1143,Westlands,2024-08-02 12:22:00,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,82,4.0,False,True,12
1144,Westlands,2024-08-02 19:07:00,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,90,2.5,False,True,19
1145,Westlands,2024-08-02 20:19:00,Pilau,1,450,100,550,86,3.5,False,True,20
1146,Westlands,2024-08-02 19:04:00,Chicken Biriyani|Samosa (6pc),2,750,0,750,76,3.5,False,True,19
1147,Westlands,2024-08-02 14:24:00,Nyama Choma Platter|Samosa (6pc)|Chicken Biriyani,3,1600,0,1600,78,3.0,False,True,14
1148,Westlands,2024-08-02 17:21:00,Samosa (6pc)|Chicken Biriyani,2,750,0,750,87,4.0,False,True,17
1149,Westlands,2024-08-02 13:43:00,Chicken Biriyani|Samosa (6pc)|Nyama Choma Platter,3,1600,0,1600,83,3.5,False,True,13
1150,Westlands,2024-08-02 20:35:00,Chips Masala,1,250,100,350,73,2.5,False,True,20
1151,Westlands,2024-08-02 15:38:00,Samosa (6pc),1,200,100,300,54,5.0,False,True,15
1152,Westlands,2024-08-02 13:54:00,Mandazi (4pc),1,150,100,250,53,4.0,False,True,13
1153,Westlands,2024-08-02 19:54:00,Githeri Special,1,350,100,450,75,4.0,False,True,19
1154,Westlands,2024-08-02 14:01:00,Samosa (6pc),1,200,100,300,65,4.5,False,True,14
1155,Westlands,2024-08-02 20:42:00,Samosa (6pc),1,200,100,300,46,4.0,False,True,20
1156,Westlands,2024-08-02 14:24:00,Nyama Choma Platter,1,850,0,850,88,3.5,False,True,14
1157,Westlands,2024-08-02 12:56:00,Samosa (6pc),1,200,100,300,47,4.5,False,True,12
1158,Westlands,2024-08-02 19:31:00,Chicken Biriyani|Samosa (6pc),2,750,0,750,88,4.5,False,True,19
1159,Westlands,2024-08-02 20:31:00,Chicken Biriyani,1,550,0,550,77,4.5,False,True,20
1160,Westlands,2024-08-02 13:49:00,Nyama Choma Platter,1,850,0,850,72,3.5,False,True,13
1161,Westlands,2024-08-02 13:24:00,Samosa (6pc),1,200,100,300,57,4.0,False,True,13
1162,Westlands,2024-08-02 12:27:00,Mandazi (4pc),1,150,100,250,73,3.0,False,True,12
1163,Westlands,2024-08-02 17:18:00,Nyama Choma Platter,1,850,0,850,88,2.5,False,True,17
1164,Westlands,2024-08-02 12:27:00,Samosa (6pc)|Nyama Choma Platter,2,1050,0,1050,87,3.5,False,True,12
1165,Eastleigh,2024-08-02 15:14:00,Pilau,1,450,100,550,77,3.5,False,True,15
1166,Eastleigh,2024-08-02 14:15:00,Chicken Biriyani,1,550,0,550,83,3.5,False,True,14
1167,Eastleigh,2024-08-02 14:49:00,Mandazi (4pc)|Samosa (6pc),2,350,100,450,68,3.5,False,True,14
1168,Eastleigh,2024-08-02 14:28:00,Samosa (6pc),1,200,100,300,49,4.5,False,True,14
1169,Eastleigh,2024-08-02 13:19:00,Samosa (6pc),1,200,100,300,51,5.0,False,True,13
1170,Eastleigh,2024-08-02 13:39:00,Pilau,1,450,100,550,75,4.0,False,True,13
1171,Eastleigh,2024-08-02 14:03:00,Mandazi (4pc),1,150,100,250,45,4.0,False,True,14
1172,Eastleigh,2024-08-02 20:28:00,Mandazi (4pc),1,150,100,250,58,4.0,False,True,20
1173,Eastleigh,2024-08-02 15:43:00,Mandazi (4pc),1,150,100,250,50,5.0,False,True,15
1174,Eastleigh,2024-08-02 20:18:00,Githeri Special,1,350,100,450,66,4.0,False,True,20
1175,Eastleigh,2024-08-02 15:19:00,Chips Masala|Ugali & Fish|Nyama Choma Platter,3,1600,0,1600,86,4.0,False,True,15
1176,Eastleigh,2024-08-02 14:42:00,Matoke & Beef|Nyama Choma Platter,2,1330,0,1330,98,4.0,False,True,14
1177,Eastleigh,2024-08-02 15:11:00,Mandazi (4pc)|Pilau|Samosa (6pc),3,800,0,800,63,4.0,False,True,15
1178,Eastleigh,2024-08-02 12:32:00,Matoke & Beef|Pilau,2,930,0,930,72,3.0,False,True,12
1179,Eastleigh,2024-08-02 14:53:00,Ugali & Fish|Bhajia,2,720,0,720,64,3.0,False,True,14
1180,Eastleigh,2024-08-02 18:39:00,Bhajia,1,220,100,320,56,4.5,False,True,18
1181,Eastleigh,2024-08-02 20:57:00,Mandazi (4pc)|Chicken Biriyani,2,700,0,700,81,4.0,False,True,20
1182,Eastleigh,2024-08-02 14:52:00,Samosa (6pc),1,200,100,300,56,4.5,False,True,14
1183,Eastleigh,2024-08-02 19:59:00,Nyama Choma Platter,1,850,0,850,76,2.5,False,True,19
1184,Eastleigh,2024-08-02 21:09:00,Chicken Biriyani|Mandazi (4pc),2,700,0,700,71,4.0,False,True,21
1185,Eastleigh,2024-08-02 15:15:00,Chicken Biriyani,1,550,0,550,70,3.5,False,True,15
1186,Eastleigh,2024-08-02 21:21:00,Samosa (6pc)|Chicken Biriyani,2,750,0,750,79,3.0,False,True,21
1187,Eastleigh,2024-08-02 13:01:00,Matoke & Beef,1,480,100,580,90,4.0,False,True,13
1188,Eastleigh,2024-08-02 15:07:00,Mandazi (4pc),1,150,100,250,43,4.5,False,True,15
1189,Eastleigh,2024-08-02 18:38:00,Githeri Special,1,350,100,450,63,3.0,False,True,18
1190,Eastleigh,2024-08-02 15:15:00,Pilau,1,450,100,550,82,4.0,False,True,15
1191,Kilimani,2024-08-03 12:24:00,Chicken Biriyani|Pilau,2,1000,0,1000,65,3.5,True,False,12
1192,Kilimani,2024-08-03 12:22:00,Nyama Choma Platter,1,850,0,850,80,2.0,True,False,12
1193,Kilimani,2024-08-03 12:22:00,Ugali & Fish,1,500,0,500,61,2.0,True,False,12
1194,Kilimani,2024-08-03 13:51:00,Bhajia,1,220,100,320,40,4.5,True,False,13
1195,Kilimani,2024-08-03 12:50:00,Chicken Biriyani,1,550,0,550,73,3.5,True,False,12
1196,Kilimani,2024-08-03 18:16:00,Samosa (6pc),1,200,100,300,48,4.5,True,False,18
1197,Kilimani,2024-08-03 11:55:00,Chicken Biriyani|Pilau,2,1000,0,1000,69,4.0,True,False,11
1198,Kilimani,2024-08-03 17:21:00,Chicken Biriyani|Pilau|Nyama Choma Platter,3,1850,0,1850,64,3.5,True,False,17
1199,Kilimani,2024-08-03 13:34:00,Chicken Biriyani,1,550,0,550,66,4.0,True,False,13
1200,Kilimani,2024-08-03 20:10:00,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,81,3.5,True,False,20
1201,Kilimani,2024-08-03 12:04:00,Pilau|Nyama Choma Platter,2,1300,0,1300,62,4.0,True,False,12
1202,Kilimani,2024-08-03 20:02:00,Pilau,1,450,100,550,63,3.0,True,False,20
1203,Kilimani,2024-08-03 11:38:00,Chicken Biriyani,1,550,0,550,68,3.5,True,False,11
1204,Kilimani,2024-08-03 13:33:00,Chicken Biriyani,1,550,0,550,64,2.5,True,False,13
1205,Kilimani,2024-08-03 13:31:00,Nyama Choma Platter,1,850,0,850,70,3.0,True,False,13
1206,Kilimani,2024-08-03 14:39:00,Bhajia,1,220,100,320,45,4.0,True,False,14
1207,Kilimani,2024-08-03 12:28:00,Nyama Choma Platter,1,850,0,850,72,3.0,True,False,12
1208,Kilimani,2024-08-03 19:34:00,Nyama Choma Platter,1,850,0,850,82,4.5,True,False,19
1209,Kilimani,2024-08-03 13:07:00,Chicken Biriyani|Bhajia|Pilau,3,1220,0,1220,68,2.0,True,False,13
1210,Kilimani,2024-08-03 13:39:00,Chicken Biriyani|Pilau,2,1000,0,1000,73,3.5,True,False,13
1211,Kilimani,2024-08-03 12:08:00,Bhajia|Githeri Special|Mandazi (4pc),3,720,0,720,53,3.0,True,False,12
1212,Kilimani,2024-08-03 19:40:00,Ugali & Fish,1,500,0,500,60,4.0,True,False,19
1213,Kilimani,2024-08-03 12:53:00,Nyama Choma Platter,1,850,0,850,67,4.0,True,False,12
1214,Kilimani,2024-08-03 16:33:00,Samosa (6pc)|Chicken Biriyani,2,750,0,750,77,3.0,True,False,16
1215,Kilimani,2024-08-03 19:39:00,Nyama Choma Platter,1,850,0,850,80,2.0,True,False,19
1216,Kilimani,2024-08-03 19:53:00,Nyama Choma Platter|Pilau|Chicken Biriyani,3,1850,0,1850,82,2.5,True,False,19
1217,Kilimani,2024-08-03 13:49:00,Pilau,1,450,100,550,67,3.0,True,False,13
1218,Kilimani,2024-08-03 19:30:00,Chips Masala,1,250,100,350,51,4.0,True,False,19
1219,Kilimani,2024-08-03 12:10:00,Nyama Choma Platter,1,850,0,850,72,3.0,True,False,12
1220,Kilimani,2024-08-03 19:46:00,Chicken Biriyani|Nyama Choma Platter|Pilau,3,1850,0,1850,78,3.0,True,False,19
1221,Kilimani,2024-08-03 20:07:00,Nyama Choma Platter,1,850,0,850,63,3.0,True,False,20
1222,Kilimani,2024-08-03 20:15:00,Mandazi (4pc)|Githeri Special|Chicken Biriyani,3,1050,0,1050,62,4.0,True,False,20
1223,Kilimani,2024-08-03 20:56:00,Chicken Biriyani,1,550,0,550,73,3.5,True,False,20
1224,Kilimani,2024-08-03 19:03:00,Pilau,1,450,100,550,67,2.0,True,False,19
1225,Kilimani,2024-08-03 12:27:00,Chicken Biriyani,1,550,0,550,69,3.5,True,False,12
1226,Kilimani,2024-08-03 13:23:00,Pilau,1,450,100,550,66,2.5,True,False,13
1227,Kilimani,2024-08-03 12:08:00,Chicken Biriyani|Pilau|Nyama Choma Platter,3,1850,0,1850,68,3.5,True,False,12
1228,Kilimani,2024-08-03 12:02:00,Bhajia,1,220,100,320,55,3.5,True,False,12
1229,Kilimani,2024-08-03 13:20:00,Chicken Biriyani|Pilau|Nyama Choma Platter,3,1850,0,1850,78,3.0,True,False,13
1230,Kilimani,2024-08-03 19:30:00,Pilau|Nyama Choma Platter,2,1300,0,1300,75,3.5,True,False,19
1231,Kilimani,2024-08-03 22:55:00,Chicken Biriyani|Pilau,2,1000,0,1000,77,3.5,True,False,22
1232,Kilimani,2024-08-03 20:14:00,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,66,2.0,True,False,20
1233,Kilimani,2024-08-03 12:12:00,Nyama Choma Platter,1,850,0,850,75,3.0,True,False,12
1234,Kilimani,2024-08-03 20:55:00,Ugali & Fish|Matoke & Beef,2,980,0,980,61,3.0,True,False,20
1235,Kilimani,2024-08-03 18:33:00,Bhajia,1,220,100,320,56,4.0,True,False,18
1236,Kilimani,2024-08-03 19:43:00,Samosa (6pc)|Bhajia,2,420,100,520,45,5.0,True,False,19
1237,Kilimani,2024-08-03 15:35:00,Samosa (6pc),1,200,100,300,46,4.5,True,False,15
1238,Kilimani,2024-08-03 22:45:00,Pilau,1,450,100,550,60,3.5,True,False,22
1239,Kilimani,2024-08-03 20:57:00,Ugali & Fish|Samosa (6pc)|Pilau,3,1150,0,1150,61,3.5,True,False,20
1240,Kilimani,2024-08-03 20:41:00,Nyama Choma Platter,1,850,0,850,79,4.0,True,False,20
1241,Kilimani,2024-08-03 19:08:00,Chicken Biriyani,1,550,0,550,64,4.5,True,False,19
1242,Kilimani,2024-08-03 14:40:00,Chicken Biriyani,1,550,0,550,72,2.5,True,False,14
1243,Kilimani,2024-08-03 11:35:00,Pilau|Chicken Biriyani|Nyama Choma Platter,3,1850,0,1850,82,3.0,True,False,11
1244,Kilimani,2024-08-03 16:18:00,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,79,3.5,True,False,16
1245,Kilimani,2024-08-03 11:58:00,Nyama Choma Platter|Pilau|Chicken Biriyani,3,1850,0,1850,77,3.0,True,False,11
1246,Kilimani,2024-08-03 15:56:00,Pilau,1,450,100,550,55,4.5,True,False,15
1247,Kilimani,2024-08-03 16:18:00,Matoke & Beef,1,480,100,580,70,3.5,True,False,16
1248,Kilimani,2024-08-03 20:17:00,Nyama Choma Platter,1,850,0,850,76,2.5,True,False,20
1249,Kilimani,2024-08-03 11:47:00,Pilau,1,450,100,550,58,4.0,True,False,11
